MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
0.45,10000000,1.255,7.32,-28.378,-28.382,-15.129,22.739,0.1928,-0.4649,0.1732,-0.0225,-0.2069,0.1326
0.45,10000000,2.791,7.32,-28.378,-28.382,-15.129,22.739,0.1866,-0.5124,0.2576,-0.0267,-0.221,0.156
0.45,10000000,3.062,7.32,-28.378,-28.382,-15.129,22.739,0.1855,-0.5215,0.2732,-0.0275,-0.2237,0.1604
0.45,10000000,5.52,7.32,-28.378,-28.382,-15.129,22.739,0.1741,-0.6076,0.4206,-0.0348,-0.2502,0.2019
0.45,10000000,9.983,7.32,-28.378,-28.382,-15.129,22.739,0.1499,-0.7584,0.6972,-0.047,-0.2962,0.2743
0.45,10000000,13.155,7.32,-28.378,-28.382,-15.129,22.739,0.1307,-0.8508,0.8912,-0.054,-0.3244,0.3189
0.45,10000000,14.878,7.32,-28.378,-28.382,-15.129,22.739,0.1196,-0.8903,0.9902,-0.0567,-0.3358,0.3381
0.45,10000000,16.042,7.32,-28.378,-28.382,-15.129,22.739,0.1119,-0.9132,1.0553,-0.0582,-0.3422,0.3494
0.45,10000000,16.583,7.32,-28.378,-28.382,-15.129,22.739,0.1082,-0.9231,1.0852,-0.0588,-0.3449,0.3543
0.45,10000000,17,7.32,-28.378,-28.382,-15.129,22.739,0.1054,-0.9303,1.1081,-0.0593,-0.3469,0.3579
0.45,10000000,18.203,7.32,-28.378,-28.382,-15.129,22.739,0.0971,-0.9495,1.1737,-0.0604,-0.3522,0.3677
0.45,10000000,18.429,7.32,-28.378,-28.382,-15.129,22.739,0.0955,-0.9529,1.186,-0.0606,-0.3532,0.3694
0.6,14000000,-16.008,7.32,-28.378,-28.382,-15.129,22.739,0.168,-0.0406,-0.7231,0.0204,-0.0242,-0.0953
0.6,14000000,-6.87,7.32,-28.378,-28.382,-15.129,22.739,0.2012,-0.2685,-0.2153,-0.003,-0.1376,0.0284
0.6,14000000,-2.002,7.32,-28.378,-28.382,-15.129,22.739,0.1996,-0.3896,0.0248,-0.0155,-0.1857,0.0949
0.6,14000000,1.255,7.32,-28.378,-28.382,-15.129,22.739,0.1903,-0.4639,0.176,-0.0225,-0.2061,0.1331
0.6,14000000,2.791,7.32,-28.378,-28.382,-15.129,22.739,0.1844,-0.5127,0.2608,-0.0269,-0.221,0.1571
0.6,14000000,3.062,7.32,-28.378,-28.382,-15.129,22.739,0.1833,-0.5219,0.2765,-0.0277,-0.2239,0.1616
0.6,14000000,5.52,7.32,-28.378,-28.382,-15.129,22.739,0.1723,-0.6077,0.4228,-0.035,-0.2504,0.2029
0.6,14000000,9.983,7.32,-28.378,-28.382,-15.129,22.739,0.1484,-0.7564,0.6969,-0.0469,-0.2955,0.2739
0.6,14000000,13.155,7.32,-28.378,-28.382,-15.129,22.739,0.1289,-0.8475,0.8908,-0.0537,-0.3229,0.3175
0.6,14000000,14.878,7.32,-28.378,-28.382,-15.129,22.739,0.1177,-0.8863,0.9903,-0.0563,-0.3338,0.3362
0.6,14000000,16.042,7.32,-28.378,-28.382,-15.129,22.739,0.1098,-0.9089,1.056,-0.0578,-0.3399,0.3472
0.6,14000000,16.583,7.32,-28.378,-28.382,-15.129,22.739,0.1061,-0.9186,1.0863,-0.0583,-0.3425,0.3519
0.6,14000000,17,7.32,-28.378,-28.382,-15.129,22.739,0.1032,-0.9257,1.1095,-0.0588,-0.3444,0.3554
0.6,14000000,18.203,7.32,-28.378,-28.382,-15.129,22.739,0.0947,-0.9448,1.1765,-0.0599,-0.3496,0.3649
0.15,3500000,-16.569,-5.83,-1.622,-11.135,27.347,-10.341,0.121,0.9497,-1.1932,0.0624,0.2565,-0.2871
0.15,3500000,-11.442,-5.83,-1.622,-11.135,27.347,-10.341,0.1433,0.6702,-0.7397,0.0387,0.1423,-0.1495
0.15,3500000,-9.876,-5.83,-1.622,-11.135,27.347,-10.341,0.1478,0.5817,-0.6045,0.0309,0.1071,-0.1064
0.15,3500000,-8.436,-5.83,-1.622,-11.135,27.347,-10.341,0.1511,0.5082,-0.4911,0.0244,0.0792,-0.071
0.15,3500000,-6.77,-5.83,-1.622,-11.135,27.347,-10.341,0.1538,0.4328,-0.3726,0.0177,0.0522,-0.0351
0.15,3500000,-3.156,-5.83,-1.622,-11.135,27.347,-10.341,0.1571,0.3026,-0.154,0.0062,0.0124,0.0262
0.15,3500000,-2.273,-5.83,-1.622,-11.135,27.347,-10.341,0.1575,0.2802,-0.1105,0.0042,0.0076,0.0367
0.15,3500000,2.574,-5.83,-1.622,-11.135,27.347,-10.341,0.1572,0.1807,0.1121,-0.0051,-0.0107,0.0861
0.15,3500000,2.597,-5.83,-1.622,-11.135,27.347,-10.341,0.1572,0.1802,0.1133,-0.0052,-0.0108,0.0864
0.15,3500000,6.694,-5.83,-1.622,-11.135,27.347,-10.341,0.1536,0.1744,0.2409,-0.0063,0.006,0.0929
0.15,3500000,7.624,-5.83,-1.622,-11.135,27.347,-10.341,0.1521,0.1801,0.2649,-0.0059,0.0126,0.0908
0.15,3500000,10.452,-5.83,-1.622,-11.135,27.347,-10.341,0.1461,0.2143,0.3255,-0.0031,0.04,0.0759
0.15,3500000,11.154,-5.83,-1.622,-11.135,27.347,-10.341,0.1441,0.2195,0.3452,-0.0027,0.0449,0.0738
0.15,3500000,12.353,-5.83,-1.622,-11.135,27.347,-10.341,0.1403,0.2273,0.3811,-0.0023,0.0527,0.0705
0.15,3500000,18.297,-5.83,-1.622,-11.135,27.347,-10.341,0.1126,0.2667,0.5793,-0.0005,0.0867,0.0542
0.3,7000000,-16.569,-5.83,-1.622,-11.135,27.347,-10.341,0.1186,0.9469,-1.1956,0.0621,0.2567,-0.287
0.3,7000000,-11.442,-5.83,-1.622,-11.135,27.347,-10.341,0.1413,0.6678,-0.7403,0.0387,0.1426,-0.1502
0.3,7000000,-9.876,-5.83,-1.622,-11.135,27.347,-10.341,0.1459,0.5796,-0.6052,0.031,0.1076,-0.1074
0.3,7000000,-8.436,-5.83,-1.622,-11.135,27.347,-10.341,0.1492,0.5065,-0.492,0.0246,0.0799,-0.0723
0.3,7000000,-6.77,-5.83,-1.622,-11.135,27.347,-10.341,0.152,0.4314,-0.3736,0.0179,0.053,-0.0365
0.3,7000000,-3.156,-5.83,-1.622,-11.135,27.347,-10.341,0.1553,0.3009,-0.1548,0.0064,0.013,0.0248
0.3,7000000,-2.273,-5.83,-1.622,-11.135,27.347,-10.341,0.1557,0.2783,-0.1112,0.0044,0.0081,0.0354
0.3,7000000,2.574,-5.83,-1.622,-11.135,27.347,-10.341,0.1554,0.178,0.1123,-0.005,-0.0108,0.0853
0.3,7000000,2.597,-5.83,-1.622,-11.135,27.347,-10.341,0.1554,0.1774,0.1135,-0.0051,-0.011,0.0856
0.3,7000000,6.694,-5.83,-1.622,-11.135,27.347,-10.341,0.1517,0.1723,0.241,-0.0061,0.0059,0.0919
0.3,7000000,7.624,-5.83,-1.622,-11.135,27.347,-10.341,0.1503,0.1784,0.2649,-0.0057,0.0126,0.0897
0.3,7000000,10.452,-5.83,-1.622,-11.135,27.347,-10.341,0.1441,0.2135,0.3259,-0.0029,0.04,0.0744
0.3,7000000,11.154,-5.83,-1.622,-11.135,27.347,-10.341,0.1421,0.2188,0.3459,-0.0026,0.0448,0.0723
0.3,7000000,12.353,-5.83,-1.622,-11.135,27.347,-10.341,0.1381,0.2263,0.3829,-0.0021,0.0522,0.0694
0.3,7000000,18.297,-5.83,-1.622,-11.135,27.347,-10.341,0.1096,0.2665,0.5862,-0.0005,0.085,0.0531
0.45,10000000,-16.569,-5.83,-1.622,-11.135,27.347,-10.341,0.1152,0.9391,-1.1928,0.0616,0.2559,-0.2857
0.45,10000000,-11.442,-5.83,-1.622,-11.135,27.347,-10.341,0.1383,0.6626,-0.7392,0.0387,0.1429,-0.1511
0.45,10000000,-9.876,-5.83,-1.622,-11.135,27.347,-10.341,0.1429,0.5754,-0.6051,0.0312,0.1084,-0.109
0.45,10000000,-8.436,-5.83,-1.622,-11.135,27.347,-10.341,0.1463,0.5032,-0.4928,0.0249,0.0811,-0.0745
0.45,10000000,-6.77,-5.83,-1.622,-11.135,27.347,-10.341,0.1492,0.4286,-0.3749,0.0183,0.0544,-0.039
0.45,10000000,-3.156,-5.83,-1.622,-11.135,27.347,-10.341,0.1526,0.2979,-0.1563,0.0068,0.0142,0.0224
0.45,10000000,-2.273,-5.83,-1.622,-11.135,27.347,-10.341,0.153,0.275,-0.1125,0.0048,0.0091,0.0331
0.45,10000000,2.574,-5.83,-1.622,-11.135,27.347,-10.341,0.1527,0.1733,0.1121,-0.0047,-0.0108,0.0838
0.45,10000000,2.597,-5.83,-1.622,-11.135,27.347,-10.341,0.1527,0.1727,0.1133,-0.0048,-0.011,0.0841
0.45,10000000,6.694,-5.83,-1.622,-11.135,27.347,-10.341,0.1489,0.1681,0.2405,-0.0059,0.0056,0.0902
0.45,10000000,7.624,-5.83,-1.622,-11.135,27.347,-10.341,0.1474,0.1745,0.2642,-0.0054,0.0124,0.0879
0.45,10000000,10.452,-5.83,-1.622,-11.135,27.347,-10.341,0.1411,0.2104,0.3253,-0.0026,0.0397,0.0725
0.45,10000000,11.154,-5.83,-1.622,-11.135,27.347,-10.341,0.139,0.2156,0.3458,-0.0023,0.0443,0.0704
0.45,10000000,12.353,-5.83,-1.622,-11.135,27.347,-10.341,0.135,0.2227,0.3838,-0.002,0.0513,0.0677
0.45,10000000,18.297,-5.83,-1.622,-11.135,27.347,-10.341,0.1054,0.2638,0.5907,-0.0005,0.0826,0.0515
0.6,14000000,-16.569,-5.83,-1.622,-11.135,27.347,-10.341,0.1107,0.9327,-1.1915,0.0613,0.2568,-0.2863
0.6,14000000,-11.442,-5.83,-1.622,-11.135,27.347,-10.341,0.1342,0.6581,-0.7404,0.039,0.1447,-0.1539
0.6,14000000,-9.876,-5.83,-1.622,-11.135,27.347,-10.341,0.1389,0.5716,-0.6071,0.0316,0.1105,-0.1124
0.6,14000000,-8.436,-5.83,-1.622,-11.135,27.347,-10.341,0.1423,0.4999,-0.4955,0.0255,0.0834,-0.0783
0.6,14000000,-6.77,-5.83,-1.622,-11.135,27.347,-10.341,0.1452,0.4254,-0.378,0.019,0.0568,-0.043
0.6,14000000,-3.156,-5.83,-1.622,-11.135,27.347,-10.341,0.1488,0.2937,-0.1587,0.0075,0.0159,0.0188
0.6,14000000,-2.273,-5.83,-1.622,-11.135,27.347,-10.341,0.1492,0.2704,-0.1146,0.0054,0.0105,0.0298
0.6,14000000,2.574,-5.83,-1.622,-11.135,27.347,-10.341,0.1489,0.1664,0.112,-0.0043,-0.0108,0.0817
0.6,14000000,2.597,-5.83,-1.622,-11.135,27.347,-10.341,0.1489,0.1658,0.1133,-0.0043,-0.011,0.082
0.6,14000000,6.694,-5.83,-1.622,-11.135,27.347,-10.341,0.145,0.1613,0.2404,-0.0055,0.0052,0.0882
0.6,14000000,7.624,-5.83,-1.622,-11.135,27.347,-10.341,0.1435,0.168,0.264,-0.0051,0.0119,0.0858
0.6,14000000,10.452,-5.83,-1.622,-11.135,27.347,-10.341,0.1369,0.2045,0.3252,-0.0023,0.0391,0.0702
0.6,14000000,11.154,-5.83,-1.622,-11.135,27.347,-10.341,0.1348,0.2095,0.346,-0.0021,0.0435,0.0683
0.6,14000000,12.353,-5.83,-1.622,-11.135,27.347,-10.341,0.1306,0.2162,0.3849,-0.0018,0.0498,0.0658
0.15,3500000,-15.76,0.8,7.499,24.299,-15.751,29.845,0.1324,0.4674,-0.9846,0.0502,0.2257,-0.3219
0.15,3500000,-14.439,0.8,7.499,24.299,-15.751,29.845,0.1401,0.4349,-0.9094,0.0471,0.2116,-0.305
0.15,3500000,-11.829,0.8,7.499,24.299,-15.751,29.845,0.1546,0.36,-0.7565,0.0395,0.1791,-0.266
0.15,3500000,-7.594,0.8,7.499,24.299,-15.751,29.845,0.1754,0.2617,-0.5491,0.0289,0.1408,-0.2147
0.15,3500000,-7.216,0.8,7.499,24.299,-15.751,29.845,0.177,0.2596,-0.5383,0.0285,0.141,-0.2135
0.15,3500000,-5.344,0.8,7.499,24.299,-15.751,29.845,0.1841,0.226,-0.4619,0.0246,0.1308,-0.1957
0.15,3500000,-2.555,0.8,7.499,24.299,-15.751,29.845,0.1887,0.0001,-0.1704,0.0025,0.0302,-0.0798
0.15,3500000,-1.892,0.8,7.499,24.299,-15.751,29.845,0.189,-0.0369,-0.1183,-0.0011,0.0154,-0.0608
0.15,3500000,-0.498,0.8,7.499,24.299,-15.751,29.845,0.1894,-0.1028,-0.0224,-0.0076,-0.0095,-0.027
0.15,3500000,0.903,0.8,7.499,24.299,-15.751,29.845,0.1892,-0.1267,0.0298,-0.0099,-0.0124,-0.0148
0.15,3500000,2.988,0.8,7.499,24.299,-15.751,29.845,0.1879,-0.1429,0.0913,-0.0113,-0.007,-0.0068
0.15,3500000,6.015,0.8,7.499,24.299,-15.751,29.845,0.1832,-0.0637,0.0869,-0.0035,0.0516,-0.0471
0.15,3500000,9.11,0.8,7.499,24.299,-15.751,29.845,0.174,-0.0096,0.1166,0.0022,0.0952,-0.0751
0.15,3500000,11.131,0.8,7.499,24.299,-15.751,29.845,0.1639,-0.0724,0.2332,-0.0029,0.0709,-0.0437
0.15,3500000,17.219,0.8,7.499,24.299,-15.751,29.845,0.1247,-0.4012,0.7437,-0.0307,-0.0801,0.1215
0.3,7000000,-15.76,0.8,7.499,24.299,-15.751,29.845,0.1315,0.4651,-0.9887,0.05,0.2252,-0.3209
0.3,7000000,-14.439,0.8,7.499,24.299,-15.751,29.845,0.1392,0.4336,-0.9127,0.0469,0.2116,-0.3044
0.3,7000000,-11.829,0.8,7.499,24.299,-15.751,29.845,0.1535,0.3591,-0.7571,0.0395,0.1793,-0.2656
0.3,7000000,-7.594,0.8,7.499,24.299,-15.751,29.845,0.1737,0.2607,-0.5463,0.0289,0.1411,-0.2141
0.3,7000000,-7.216,0.8,7.499,24.299,-15.751,29.845,0.1753,0.2587,-0.5352,0.0285,0.1413,-0.2129
0.3,7000000,-5.344,0.8,7.499,24.299,-15.751,29.845,0.1821,0.2262,-0.4592,0.0247,0.1317,-0.1956
0.3,7000000,-2.555,0.8,7.499,24.299,-15.751,29.845,0.1871,0.0006,-0.1692,0.0026,0.0308,-0.0797
0.3,7000000,-1.892,0.8,7.499,24.299,-15.751,29.845,0.1875,-0.0365,-0.1173,-0.001,0.0158,-0.0607
0.3,7000000,-0.498,0.8,7.499,24.299,-15.751,29.845,0.1879,-0.1024,-0.0217,-0.0075,-0.0093,-0.0268
0.3,7000000,0.903,0.8,7.499,24.299,-15.751,29.845,0.1878,-0.1265,0.0302,-0.0098,-0.0125,-0.0145
0.3,7000000,2.988,0.8,7.499,24.299,-15.751,29.845,0.1865,-0.143,0.0914,-0.0113,-0.0073,-0.0064
0.3,7000000,6.015,0.8,7.499,24.299,-15.751,29.845,0.1818,-0.0637,0.0864,-0.0035,0.0511,-0.0468
0.3,7000000,9.11,0.8,7.499,24.299,-15.751,29.845,0.1722,-0.0147,0.1204,0.0018,0.0916,-0.0722
0.3,7000000,11.131,0.8,7.499,24.299,-15.751,29.845,0.1622,-0.0761,0.2367,-0.0032,0.068,-0.0415
0.3,7000000,17.219,0.8,7.499,24.299,-15.751,29.845,0.1232,-0.4014,0.751,-0.0308,-0.0812,0.1221
0.45,10000000,-15.76,0.8,7.499,24.299,-15.751,29.845,0.1304,0.4607,-0.9904,0.0494,0.2234,-0.3185
0.45,10000000,-14.439,0.8,7.499,24.299,-15.751,29.845,0.138,0.4309,-0.914,0.0465,0.2107,-0.3028
0.45,10000000,-11.829,0.8,7.499,24.299,-15.751,29.845,0.1518,0.3574,-0.7557,0.0393,0.1791,-0.2643
0.45,10000000,-7.594,0.8,7.499,24.299,-15.751,29.845,0.1711,0.2589,-0.5406,0.0288,0.1412,-0.2126
0.45,10000000,-7.216,0.8,7.499,24.299,-15.751,29.845,0.1726,0.2568,-0.5291,0.0285,0.1414,-0.2114
0.45,10000000,-5.344,0.8,7.499,24.299,-15.751,29.845,0.179,0.2262,-0.454,0.0249,0.1328,-0.1951
0.45,10000000,-2.555,0.8,7.499,24.299,-15.751,29.845,0.1845,0.0014,-0.1666,0.0028,0.0316,-0.0795
0.45,10000000,-1.892,0.8,7.499,24.299,-15.751,29.845,0.185,-0.0355,-0.1153,-0.0008,0.0164,-0.0604
0.45,10000000,-0.498,0.8,7.499,24.299,-15.751,29.845,0.1855,-0.1016,-0.0204,-0.0073,-0.009,-0.0264
0.45,10000000,0.903,0.8,7.499,24.299,-15.751,29.845,0.1855,-0.126,0.0311,-0.0097,-0.0125,-0.014
0.45,10000000,2.988,0.8,7.499,24.299,-15.751,29.845,0.1842,-0.1429,0.0915,-0.0112,-0.0079,-0.0057
0.45,10000000,6.015,0.8,7.499,24.299,-15.751,29.845,0.1794,-0.064,0.0852,-0.0034,0.0498,-0.0461
0.45,10000000,9.11,0.8,7.499,24.299,-15.751,29.845,0.1694,-0.0239,0.1266,0.0011,0.0851,-0.0671
0.45,10000000,11.131,0.8,7.499,24.299,-15.751,29.845,0.1596,-0.0831,0.242,-0.0037,0.0627,-0.0374
0.45,10000000,17.219,0.8,7.499,24.299,-15.751,29.845,0.1214,-0.4013,0.7579,-0.0308,-0.0825,0.1228
0.6,14000000,-15.76,0.8,7.499,24.299,-15.751,29.845,0.1294,0.4596,-0.9959,0.0492,0.2231,-0.3178
0.6,14000000,-14.439,0.8,7.499,24.299,-15.751,29.845,0.137,0.4313,-0.9194,0.0464,0.2111,-0.3029
0.6,14000000,-11.829,0.8,7.499,24.299,-15.751,29.845,0.1504,0.3589,-0.7589,0.0393,0.1802,-0.2649
0.6,14000000,-7.594,0.8,7.499,24.299,-15.751,29.845,0.1677,0.2603,-0.5365,0.0291,0.1434,-0.2129
0.6,14000000,-7.216,0.8,7.499,24.299,-15.751,29.845,0.169,0.2582,-0.5245,0.0288,0.1437,-0.2117
0.6,14000000,-5.344,0.8,7.499,24.299,-15.751,29.845,0.1748,0.2295,-0.4498,0.0255,0.1364,-0.1962
0.6,14000000,-2.555,0.8,7.499,24.299,-15.751,29.845,0.1812,0.0031,-0.1638,0.0031,0.0332,-0.0797
0.6,14000000,-1.892,0.8,7.499,24.299,-15.751,29.845,0.182,-0.0342,-0.113,-0.0006,0.0176,-0.0605
0.6,14000000,-0.498,0.8,7.499,24.299,-15.751,29.845,0.1827,-0.101,-0.0185,-0.0071,-0.0085,-0.0262
0.6,14000000,0.903,0.8,7.499,24.299,-15.751,29.845,0.1827,-0.1259,0.0323,-0.0096,-0.0127,-0.0134
0.6,14000000,2.988,0.8,7.499,24.299,-15.751,29.845,0.1815,-0.1434,0.0918,-0.0111,-0.0088,-0.0048
0.6,14000000,6.015,0.8,7.499,24.299,-15.751,29.845,0.1765,-0.0646,0.0834,-0.0033,0.0482,-0.0453
0.6,14000000,9.11,0.8,7.499,24.299,-15.751,29.845,0.1656,-0.0363,0.1334,0.0003,0.0764,-0.0604
0.6,14000000,11.131,0.8,7.499,24.299,-15.751,29.845,0.1562,-0.0934,0.2483,-0.0044,0.0552,-0.0318
0.15,3500000,-19.655,3.84,20.808,-12.648,-24.708,17.102,0.1586,0.1584,-1.1573,0.042,0.1122,-0.2949
0.15,3500000,-16.126,3.84,20.808,-12.648,-24.708,17.102,0.1792,0.0356,-0.9157,0.03,0.0489,-0.2301
0.15,3500000,-15.78,3.84,20.808,-12.648,-24.708,17.102,0.1808,0.0261,-0.8942,0.029,0.0444,-0.2251
0.15,3500000,-14.469,3.84,20.808,-12.648,-24.708,17.102,0.1863,-0.0053,-0.8166,0.0257,0.0304,-0.2082
0.15,3500000,-11.547,3.84,20.808,-12.648,-24.708,17.102,0.1942,-0.0535,-0.6628,0.0206,0.0137,-0.1814
0.15,3500000,-7.969,3.84,20.808,-12.648,-24.708,17.102,0.1979,-0.0874,-0.5052,0.0167,0.0107,-0.1615
0.15,3500000,-7.132,3.84,20.808,-12.648,-24.708,17.102,0.1978,-0.0926,-0.4721,0.016,0.0118,-0.1579
0.15,3500000,-6.382,3.84,20.808,-12.648,-24.708,17.102,0.1974,-0.1141,-0.4262,0.0138,0.0044,-0.1462
0.15,3500000,-1.409,3.84,20.808,-12.648,-24.708,17.102,0.1902,-0.3131,-0.0821,-0.006,-0.0687,-0.0413
0.15,3500000,1.311,3.84,20.808,-12.648,-24.708,17.102,0.1837,-0.3528,0.024,-0.0097,-0.0703,-0.0211
0.15,3500000,4.764,3.84,20.808,-12.648,-24.708,17.102,0.174,-0.3988,0.1506,-0.0133,-0.0689,-0.0004
0.15,3500000,7.556,3.84,20.808,-12.648,-24.708,17.102,0.165,-0.2972,0.1176,-0.003,0.0007,-0.0545
0.15,3500000,10.443,3.84,20.808,-12.648,-24.708,17.102,0.1536,-0.5193,0.4174,-0.0229,-0.0958,0.056
0.15,3500000,11.236,3.84,20.808,-12.648,-24.708,17.102,0.1501,-0.5773,0.4984,-0.0282,-0.1212,0.0849
0.15,3500000,14.82,3.84,20.808,-12.648,-24.708,17.102,0.1314,-0.7562,0.7911,-0.0438,-0.195,0.1735
0.3,7000000,-19.655,3.84,20.808,-12.648,-24.708,17.102,0.1553,0.1604,-1.1658,0.0421,0.1158,-0.2952
0.3,7000000,-16.126,3.84,20.808,-12.648,-24.708,17.102,0.1763,0.0383,-0.9186,0.0302,0.0523,-0.2305
0.3,7000000,-15.78,3.84,20.808,-12.648,-24.708,17.102,0.178,0.0288,-0.8967,0.0292,0.0477,-0.2253
0.3,7000000,-14.469,3.84,20.808,-12.648,-24.708,17.102,0.1836,-0.0027,-0.8179,0.0259,0.0332,-0.2083
0.3,7000000,-11.547,3.84,20.808,-12.648,-24.708,17.102,0.1921,-0.0505,-0.6636,0.0207,0.0159,-0.1815
0.3,7000000,-7.969,3.84,20.808,-12.648,-24.708,17.102,0.1961,-0.0861,-0.5035,0.0167,0.0113,-0.1604
0.3,7000000,-7.132,3.84,20.808,-12.648,-24.708,17.102,0.1961,-0.0924,-0.4693,0.0159,0.0116,-0.1563
0.3,7000000,-6.382,3.84,20.808,-12.648,-24.708,17.102,0.1958,-0.1155,-0.4218,0.0135,0.0033,-0.1438
0.3,7000000,-1.409,3.84,20.808,-12.648,-24.708,17.102,0.1887,-0.312,-0.0805,-0.0061,-0.0691,-0.04
0.3,7000000,1.311,3.84,20.808,-12.648,-24.708,17.102,0.1823,-0.3519,0.0255,-0.0099,-0.071,-0.0196
0.3,7000000,4.764,3.84,20.808,-12.648,-24.708,17.102,0.1726,-0.3987,0.153,-0.0136,-0.0701,0.0016
0.3,7000000,7.556,3.84,20.808,-12.648,-24.708,17.102,0.1636,-0.2988,0.1219,-0.0033,-0.0012,-0.0519
0.3,7000000,10.443,3.84,20.808,-12.648,-24.708,17.102,0.1522,-0.5172,0.4189,-0.0229,-0.0958,0.0567
0.3,7000000,11.236,3.84,20.808,-12.648,-24.708,17.102,0.1486,-0.5748,0.4998,-0.0281,-0.121,0.0854
0.3,7000000,14.82,3.84,20.808,-12.648,-24.708,17.102,0.1297,-0.7539,0.795,-0.0437,-0.195,0.1739
0.45,10000000,-19.655,3.84,20.808,-12.648,-24.708,17.102,0.1506,0.1658,-1.1716,0.0422,0.1211,-0.2956
0.45,10000000,-16.126,3.84,20.808,-12.648,-24.708,17.102,0.1718,0.0449,-0.9186,0.0305,0.0578,-0.231
0.45,10000000,-15.78,3.84,20.808,-12.648,-24.708,17.102,0.1735,0.0354,-0.8964,0.0295,0.0531,-0.2258
0.45,10000000,-14.469,3.84,20.808,-12.648,-24.708,17.102,0.1794,0.0037,-0.8167,0.0262,0.038,-0.2085
0.45,10000000,-11.547,3.84,20.808,-12.648,-24.708,17.102,0.1886,-0.0438,-0.6627,0.021,0.0197,-0.1817
0.45,10000000,-7.969,3.84,20.808,-12.648,-24.708,17.102,0.1931,-0.0833,-0.499,0.0165,0.0119,-0.1584
0.45,10000000,-7.132,3.84,20.808,-12.648,-24.708,17.102,0.1931,-0.0919,-0.4628,0.0155,0.011,-0.1531
0.45,10000000,-6.382,3.84,20.808,-12.648,-24.708,17.102,0.1929,-0.1181,-0.4123,0.0128,0.0009,-0.1389
0.45,10000000,-1.409,3.84,20.808,-12.648,-24.708,17.102,0.1863,-0.3095,-0.0774,-0.0063,-0.0699,-0.0374
0.45,10000000,1.311,3.84,20.808,-12.648,-24.708,17.102,0.18,-0.3499,0.0285,-0.0102,-0.0722,-0.0168
0.45,10000000,4.764,3.84,20.808,-12.648,-24.708,17.102,0.1704,-0.3984,0.1574,-0.014,-0.0722,0.0052
0.45,10000000,7.556,3.84,20.808,-12.648,-24.708,17.102,0.1614,-0.302,0.1302,-0.0041,-0.005,-0.0466
0.45,10000000,10.443,3.84,20.808,-12.648,-24.708,17.102,0.1499,-0.5128,0.4204,-0.023,-0.0959,0.0581
0.45,10000000,11.236,3.84,20.808,-12.648,-24.708,17.102,0.1463,-0.5695,0.5008,-0.028,-0.1206,0.0863
0.45,10000000,14.82,3.84,20.808,-12.648,-24.708,17.102,0.1272,-0.7477,0.7974,-0.0435,-0.1941,0.1742
0.6,14000000,-19.655,3.84,20.808,-12.648,-24.708,17.102,0.1449,0.1771,-1.1816,0.0427,0.1301,-0.2986
0.6,14000000,-16.126,3.84,20.808,-12.648,-24.708,17.102,0.1661,0.0563,-0.9184,0.0312,0.0665,-0.2334
0.6,14000000,-15.78,3.84,20.808,-12.648,-24.708,17.102,0.1679,0.0464,-0.8956,0.0302,0.0614,-0.228
0.6,14000000,-14.469,3.84,20.808,-12.648,-24.708,17.102,0.174,0.0135,-0.8145,0.0269,0.0452,-0.2099
0.6,14000000,-11.547,3.84,20.808,-12.648,-24.708,17.102,0.1842,-0.034,-0.6623,0.0216,0.0251,-0.1828
0.6,14000000,-7.969,3.84,20.808,-12.648,-24.708,17.102,0.1894,-0.0789,-0.4947,0.0165,0.0131,-0.1564
0.6,14000000,-7.132,3.84,20.808,-12.648,-24.708,17.102,0.1896,-0.0905,-0.4558,0.0151,0.0104,-0.1495
0.6,14000000,-6.382,3.84,20.808,-12.648,-24.708,17.102,0.1895,-0.1214,-0.4009,0.012,-0.0023,-0.1329
0.6,14000000,-1.409,3.84,20.808,-12.648,-24.708,17.102,0.1833,-0.3072,-0.0735,-0.0066,-0.0713,-0.0341
0.6,14000000,1.311,3.84,20.808,-12.648,-24.708,17.102,0.1772,-0.3484,0.0326,-0.0106,-0.0743,-0.013
0.6,14000000,4.764,3.84,20.808,-12.648,-24.708,17.102,0.1676,-0.3992,0.1636,-0.0147,-0.0755,0.0101
0.6,14000000,7.556,3.84,20.808,-12.648,-24.708,17.102,0.1586,-0.3068,0.1408,-0.0051,-0.0102,-0.0399
0.6,14000000,10.443,3.84,20.808,-12.648,-24.708,17.102,0.1472,-0.5094,0.4237,-0.0232,-0.0969,0.0606
0.6,14000000,11.236,3.84,20.808,-12.648,-24.708,17.102,0.1435,-0.5653,0.5037,-0.0282,-0.1212,0.0884
0.15,3500000,-11.036,19.32,-16.47,-11.952,24.271,17.396,0.0722,-0.7389,-0.2267,-0.0245,-0.2132,0.0827
0.15,3500000,-10.211,19.32,-16.47,-11.952,24.271,17.396,0.073,-0.7634,-0.1675,-0.0271,-0.224,0.0966
0.15,3500000,-4.973,19.32,-16.47,-11.952,24.271,17.396,0.0743,-0.9229,0.196,-0.0441,-0.2908,0.1859
0.15,3500000,-4.217,19.32,-16.47,-11.952,24.271,17.396,0.074,-0.9462,0.2461,-0.0465,-0.3,0.1987
0.15,3500000,-1.777,19.32,-16.47,-11.952,24.271,17.396,0.0716,-1.0192,0.4028,-0.0539,-0.3273,0.2379
