MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
0.15,3500000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0425,-0.3189,-0.3725,0.002,-0.03,-0.0382
0.15,3500000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.0494,-0.3452,-0.2951,-0.0009,-0.0419,-0.0236
0.15,3500000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0727,-0.457,0.003,-0.0131,-0.0904,0.0395
0.15,3500000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0804,-0.5015,0.1136,-0.0179,-0.1078,0.0645
0.15,3500000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0811,-0.5062,0.1251,-0.0184,-0.1095,0.0671
0.15,3500000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0851,-0.5306,0.1845,-0.021,-0.1183,0.0807
0.15,3500000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0963,-0.6126,0.376,-0.0296,-0.1459,0.1253
0.15,3500000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1075,-0.7438,0.6485,-0.0419,-0.1854,0.192
0.15,3500000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1098,-0.7962,0.7489,-0.0465,-0.2009,0.2174
0.15,3500000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1108,-0.8317,0.8161,-0.0495,-0.2113,0.2343
0.15,3500000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1109,-0.8362,0.8247,-0.0498,-0.2126,0.2365
0.15,3500000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1104,-1.0085,1.1464,-0.063,-0.2642,0.3175
0.15,3500000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1068,-1.0808,1.2774,-0.0682,-0.2886,0.3517
0.15,3500000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0949,-1.1947,1.484,-0.0752,-0.3315,0.4057
0.15,3500000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0844,-1.2616,1.6196,-0.0791,-0.3575,0.438
0.15,3500000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0425,-0.3189,-0.3725,0.002,-0.03,-0.0382
0.15,3500000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.0494,-0.3452,-0.2951,-0.0009,-0.0419,-0.0236
0.15,3500000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0727,-0.457,0.003,-0.0131,-0.0904,0.0395
0.15,3500000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0804,-0.5015,0.1136,-0.0179,-0.1078,0.0645
0.15,3500000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0811,-0.5062,0.1251,-0.0184,-0.1095,0.0671
0.15,3500000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0851,-0.5306,0.1845,-0.021,-0.1183,0.0807
0.15,3500000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0963,-0.6126,0.376,-0.0296,-0.1459,0.1253
0.15,3500000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1075,-0.7438,0.6485,-0.0419,-0.1854,0.192
0.15,3500000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1098,-0.7962,0.7489,-0.0465,-0.2009,0.2174
0.15,3500000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1108,-0.8317,0.8161,-0.0495,-0.2113,0.2343
0.15,3500000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1109,-0.8362,0.8247,-0.0498,-0.2126,0.2365
0.15,3500000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1104,-1.0085,1.1464,-0.063,-0.2642,0.3175
0.15,3500000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1068,-1.0808,1.2774,-0.0682,-0.2886,0.3517
0.15,3500000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0949,-1.1947,1.484,-0.0752,-0.3315,0.4057
0.15,3500000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0844,-1.2616,1.6196,-0.0791,-0.3575,0.438
0.15,3500000,-18.856,-0.18,-0.848,-7.641,-25.977,-21.974,0.0931,0.3832,-1.0123,0.0536,0.1575,-0.2621
0.15,3500000,-16.961,-0.18,-0.848,-7.641,-25.977,-21.974,0.1041,0.316,-0.8684,0.0475,0.129,-0.2276
0.15,3500000,-16.959,-0.18,-0.848,-7.641,-25.977,-21.974,0.1042,0.3159,-0.8683,0.0475,0.129,-0.2276
0.15,3500000,-15.91,-0.18,-0.848,-7.641,-25.977,-21.974,0.1097,0.2832,-0.7949,0.0444,0.1158,-0.2108
0.15,3500000,-15.507,-0.18,-0.848,-7.641,-25.977,-21.974,0.1117,0.2715,-0.7679,0.0434,0.1112,-0.2048
0.15,3500000,-12.719,-0.18,-0.848,-7.641,-25.977,-21.974,0.1241,0.2018,-0.5966,0.0367,0.0865,-0.1691
0.15,3500000,-11.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.127,0.1848,-0.5535,0.0351,0.0811,-0.1604
0.15,3500000,-6.74,-0.18,-0.848,-7.641,-25.977,-21.974,0.1429,0.0811,-0.2812,0.0251,0.0554,-0.1075
0.15,3500000,-4.71,-0.18,-0.848,-7.641,-25.977,-21.974,0.1472,-0.059,-0.0829,0.0118,-0.0031,-0.0367
0.15,3500000,-4.345,-0.18,-0.848,-7.641,-25.977,-21.974,0.1479,-0.0477,-0.0843,0.0129,0.0049,-0.0424
0.15,3500000,1.698,-0.18,-0.848,-7.641,-25.977,-21.974,0.1569,-0.1113,0.1168,0.0071,0.012,-0.0109
0.15,3500000,4.833,-0.18,-0.848,-7.641,-25.977,-21.974,0.1592,-0.1557,0.2339,0.0033,0.008,0.0111
0.15,3500000,8.05,-0.18,-0.848,-7.641,-25.977,-21.974,0.1578,-0.1004,0.2663,0.0086,0.0533,-0.0173
0.15,3500000,12.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.1454,-0.3801,0.6995,-0.018,-0.0667,0.1235
0.15,3500000,13.362,-0.18,-0.848,-7.641,-25.977,-21.974,0.1437,-0.3924,0.7243,-0.0193,-0.0717,0.1297
0.15,3500000,-19.36,3.79,-14.173,25.564,-0.957,5.982,0.0674,0.481,-1.0999,0.0459,0.2009,-0.2808
0.15,3500000,-14.191,3.79,-14.173,25.564,-0.957,5.982,0.0971,0.3062,-0.7162,0.0301,0.1253,-0.1901
0.15,3500000,-11.246,3.79,-14.173,25.564,-0.957,5.982,0.1108,0.2159,-0.5155,0.0217,0.0904,-0.1429
0.15,3500000,-11.133,3.79,-14.173,25.564,-0.957,5.982,0.1113,0.2128,-0.5082,0.0214,0.0892,-0.1413
0.15,3500000,-9.904,3.79,-14.173,25.564,-0.957,5.982,0.1163,0.1809,-0.4325,0.0184,0.0783,-0.1245
0.15,3500000,-8.605,3.79,-14.173,25.564,-0.957,5.982,0.1212,0.153,-0.36,0.0158,0.0702,-0.1098
0.15,3500000,-0.324,3.79,-14.173,25.564,-0.957,5.982,0.1422,-0.1489,0.1807,-0.0137,-0.0377,0.0484
0.15,3500000,1.464,3.79,-14.173,25.564,-0.957,5.982,0.1448,-0.2029,0.2733,-0.0188,-0.0537,0.0757
0.15,3500000,4.492,3.79,-14.173,25.564,-0.957,5.982,0.1472,-0.1264,0.2604,-0.0112,0.0042,0.0356
0.15,3500000,7.936,3.79,-14.173,25.564,-0.957,5.982,0.1441,-0.0558,0.2665,-0.0035,0.059,-0.0023
0.15,3500000,10.779,3.79,-14.173,25.564,-0.957,5.982,0.1347,-0.2605,0.5372,-0.0211,-0.0335,0.1004
0.15,3500000,13.023,3.79,-14.173,25.564,-0.957,5.982,0.125,-0.357,0.6936,-0.0286,-0.0745,0.1487
0.15,3500000,18.112,3.79,-14.173,25.564,-0.957,5.982,0.0977,-0.5468,1.048,-0.043,-0.155,0.2443
0.15,3500000,19.221,3.79,-14.173,25.564,-0.957,5.982,0.091,-0.5743,1.1162,-0.0449,-0.166,0.2582
0.15,3500000,19.761,3.79,-14.173,25.564,-0.957,5.982,0.0877,-0.5859,1.1482,-0.0456,-0.1704,0.2641
0.15,3500000,-18.553,-16.96,22.601,1.315,3.69,-12.305,0.0146,1.555,-1.6308,0.0905,0.4629,-0.4744
0.15,3500000,-18.227,-16.96,22.601,1.315,3.69,-12.305,0.0165,1.5448,-1.6077,0.0897,0.4596,-0.4693
0.15,3500000,-17.647,-16.96,22.601,1.315,3.69,-12.305,0.0197,1.5264,-1.5666,0.0884,0.4535,-0.4603
0.15,3500000,-9.9,-16.96,22.601,1.315,3.69,-12.305,0.0561,1.255,-1.0304,0.0673,0.3644,-0.3299
0.15,3500000,-9.564,-16.96,22.601,1.315,3.69,-12.305,0.0573,1.2421,-1.0076,0.0662,0.3599,-0.3238
0.15,3500000,-8.43,-16.96,22.601,1.315,3.69,-12.305,0.0611,1.1977,-0.9302,0.0626,0.3446,-0.3025
0.15,3500000,-8.013,-16.96,22.601,1.315,3.69,-12.305,0.0624,1.181,-0.9016,0.0612,0.3387,-0.2945
0.15,3500000,-6.375,-16.96,22.601,1.315,3.69,-12.305,0.0672,1.1128,-0.7874,0.0556,0.3143,-0.2616
0.15,3500000,2.701,-16.96,22.601,1.315,3.69,-12.305,0.0816,0.6664,-0.0817,0.0166,0.1342,-0.0366
0.15,3500000,2.817,-16.96,22.601,1.315,3.69,-12.305,0.0816,0.6603,-0.0719,0.0161,0.1316,-0.0334
0.15,3500000,3.305,-16.96,22.601,1.315,3.69,-12.305,0.0818,0.6346,-0.0305,0.0137,0.1205,-0.02
0.15,3500000,10.097,-16.96,22.601,1.315,3.69,-12.305,0.0763,0.2155,0.6381,-0.0266,-0.0709,0.2017
0.15,3500000,12.062,-16.96,22.601,1.315,3.69,-12.305,0.0721,0.292,0.6437,-0.0206,-0.0278,0.1662
0.15,3500000,14.121,-16.96,22.601,1.315,3.69,-12.305,0.0665,0.4105,0.6148,-0.011,0.0357,0.1095
0.15,3500000,17.742,-16.96,22.601,1.315,3.69,-12.305,0.0528,0.6015,0.5784,0.0036,0.1337,0.0181
0.15,3500000,-18.621,16.44,18.489,-21.392,15.886,-0.445,0.0793,-0.4599,-0.7359,0.0025,-0.0445,-0.1039
0.15,3500000,-17.985,16.44,18.489,-21.392,15.886,-0.445,0.0825,-0.478,-0.6912,0.0008,-0.0539,-0.0941
0.15,3500000,-15.823,16.44,18.489,-21.392,15.886,-0.445,0.0932,-0.5327,-0.5494,-0.0041,-0.0825,-0.0638
0.15,3500000,-4.966,16.44,18.489,-21.392,15.886,-0.445,0.124,-0.8593,0.1555,-0.0353,-0.2367,0.1157
0.15,3500000,4.898,16.44,18.489,-21.392,15.886,-0.445,0.1082,-1.1493,0.7267,-0.0628,-0.3338,0.2582
0.15,3500000,5.517,16.44,18.489,-21.392,15.886,-0.445,0.1062,-1.1682,0.7625,-0.0643,-0.3392,0.2668
0.15,3500000,6.398,16.44,18.489,-21.392,15.886,-0.445,0.1032,-1.1949,0.813,-0.0665,-0.3466,0.2786
0.15,3500000,8.315,16.44,18.489,-21.392,15.886,-0.445,0.0961,-1.2535,0.927,-0.0709,-0.3618,0.3041
0.15,3500000,9.781,16.44,18.489,-21.392,15.886,-0.445,0.0902,-1.2976,1.0143,-0.074,-0.3729,0.323
0.15,3500000,13.536,16.44,18.489,-21.392,15.886,-0.445,0.0733,-1.4046,1.2364,-0.081,-0.3988,0.3677
0.15,3500000,15.124,16.44,18.489,-21.392,15.886,-0.445,0.0654,-1.4462,1.3287,-0.0834,-0.4086,0.3849
0.15,3500000,15.348,16.44,18.489,-21.392,15.886,-0.445,0.0642,-1.4519,1.3417,-0.0838,-0.41,0.3872
0.15,3500000,16.9,16.44,18.489,-21.392,15.886,-0.445,0.0561,-1.4917,1.433,-0.0861,-0.42,0.4038
0.15,3500000,18.962,16.44,18.489,-21.392,15.886,-0.445,0.0444,-1.5408,1.5547,-0.0888,-0.4323,0.4246
0.15,3500000,19.862,16.44,18.489,-21.392,15.886,-0.445,0.039,-1.5607,1.608,-0.0899,-0.4373,0.4332
0.15,3500000,-16.776,-7.98,6.063,28.796,1.954,3.355,0.0686,1.0635,-1.2898,0.0703,0.3695,-0.3984
0.15,3500000,-15.932,-7.98,6.063,28.796,1.954,3.355,0.0737,1.0357,-1.2306,0.0681,0.3593,-0.3843
0.15,3500000,-15.183,-7.98,6.063,28.796,1.954,3.355,0.0781,1.0104,-1.178,0.0662,0.3503,-0.3715
0.15,3500000,-15.03,-7.98,6.063,28.796,1.954,3.355,0.079,1.0051,-1.1672,0.0657,0.3484,-0.3688
0.15,3500000,-14.946,-7.98,6.063,28.796,1.954,3.355,0.0795,1.0022,-1.1613,0.0655,0.3474,-0.3674
0.15,3500000,-10.707,-7.98,6.063,28.796,1.954,3.355,0.1015,0.8503,-0.8659,0.0535,0.2954,-0.2918
0.15,3500000,-10.373,-7.98,6.063,28.796,1.954,3.355,0.1031,0.8385,-0.8435,0.0525,0.2916,-0.286
0.15,3500000,-9.773,-7.98,6.063,28.796,1.954,3.355,0.1058,0.8177,-0.804,0.0509,0.2851,-0.2759
0.15,3500000,-7.848,-7.98,6.063,28.796,1.954,3.355,0.1137,0.7566,-0.6854,0.046,0.2676,-0.2463
0.15,3500000,-2.672,-7.98,6.063,28.796,1.954,3.355,0.1299,0.6716,-0.4657,0.0397,0.2609,-0.2071
0.15,3500000,0.188,-7.98,6.063,28.796,1.954,3.355,0.1358,0.6327,-0.3595,0.0362,0.2585,-0.1879
0.15,3500000,0.672,-7.98,6.063,28.796,1.954,3.355,0.1366,0.6156,-0.331,0.0345,0.2524,-0.179
0.15,3500000,3.136,-7.98,6.063,28.796,1.954,3.355,0.1392,0.4771,-0.132,0.0211,0.1934,-0.107
0.15,3500000,3.976,-7.98,6.063,28.796,1.954,3.355,0.1397,0.4222,-0.0547,0.0158,0.169,-0.0783
0.15,3500000,6.427,-7.98,6.063,28.796,1.954,3.355,0.1384,0.3499,0.0858,0.0086,0.141,-0.039
0.15,3500000,-19.077,12.32,-12.196,16.634,-9.23,18.355,0.0667,-0.2109,-0.7984,0.0158,0.0112,-0.1473
0.15,3500000,-15.039,12.32,-12.196,16.634,-9.23,18.355,0.0922,-0.3176,-0.5386,0.0039,-0.0426,-0.0911
0.15,3500000,-9.909,12.32,-12.196,16.634,-9.23,18.355,0.1123,-0.411,-0.2541,-0.0065,-0.082,-0.0381
0.15,3500000,-6.177,12.32,-12.196,16.634,-9.23,18.355,0.121,-0.4622,-0.0719,-0.0123,-0.0967,-0.0072
0.15,3500000,-5.727,12.32,-12.196,16.634,-9.23,18.355,0.1217,-0.4679,-0.0511,-0.013,-0.0978,-0.0038
0.15,3500000,-3.344,12.32,-12.196,16.634,-9.23,18.355,0.1252,-0.4977,0.0555,-0.0164,-0.1028,0.0138
0.15,3500000,-1.562,12.32,-12.196,16.634,-9.23,18.355,0.1269,-0.524,0.1365,-0.0192,-0.107,0.0283
0.15,3500000,-1.16,12.32,-12.196,16.634,-9.23,18.355,0.1271,-0.5311,0.1556,-0.0199,-0.1084,0.0321
0.15,3500000,3.615,12.32,-12.196,16.634,-9.23,18.355,0.1266,-0.6695,0.4289,-0.0326,-0.1482,0.1012
0.15,3500000,3.745,12.32,-12.196,16.634,-9.23,18.355,0.1265,-0.6748,0.4378,-0.0331,-0.15,0.1038
0.15,3500000,5.413,12.32,-12.196,16.634,-9.23,18.355,0.1247,-0.7503,0.5588,-0.0396,-0.1766,0.1406
0.15,3500000,5.477,12.32,-12.196,16.634,-9.23,18.355,0.1246,-0.7535,0.5638,-0.0399,-0.1778,0.1421
0.15,3500000,6.962,12.32,-12.196,16.634,-9.23,18.355,0.1221,-0.8297,0.6814,-0.0464,-0.2058,0.1791
0.15,3500000,8.551,12.32,-12.196,16.634,-9.23,18.355,0.1187,-0.9102,0.8062,-0.0531,-0.2354,0.218
0.15,3500000,13.015,12.32,-12.196,16.634,-9.23,18.355,0.1046,-1.0962,1.1195,-0.0676,-0.3014,0.3067
0.15,3500000,-16.075,-8.38,7.193,-6.082,-18.59,5.277,0.082,0.8762,-1.2796,0.0676,0.2673,-0.351
0.15,3500000,-13.188,-8.38,7.193,-6.082,-18.59,5.277,0.0916,0.775,-1.0732,0.0593,0.2322,-0.3004
0.15,3500000,-11.44,-8.38,7.193,-6.082,-18.59,5.277,0.0962,0.7119,-0.9504,0.0542,0.2115,-0.2694
0.15,3500000,-10.18,-8.38,7.193,-6.082,-18.59,5.277,0.0988,0.664,-0.8612,0.0502,0.1958,-0.246
0.15,3500000,-8.22,-8.38,7.193,-6.082,-18.59,5.277,0.1019,0.5835,-0.72,0.0435,0.169,-0.2069
0.15,3500000,-7.688,-8.38,7.193,-6.082,-18.59,5.277,0.1025,0.5612,-0.6818,0.0416,0.1616,-0.196
0.15,3500000,-6.091,-8.38,7.193,-6.082,-18.59,5.277,0.1038,0.4961,-0.5704,0.0361,0.1406,-0.1645
0.15,3500000,0.71,-8.38,7.193,-6.082,-18.59,5.277,0.1027,0.2639,-0.1638,0.0154,0.0688,-0.0502
0.15,3500000,1.421,-8.38,7.193,-6.082,-18.59,5.277,0.1021,0.2413,-0.1237,0.0133,0.0611,-0.0386
0.15,3500000,5.154,-8.38,7.193,-6.082,-18.59,5.277,0.097,0.1445,0.0691,0.0035,0.0275,0.0131
0.15,3500000,5.461,-8.38,7.193,-6.082,-18.59,5.277,0.0964,0.1435,0.0787,0.0033,0.0281,0.0139
0.15,3500000,7.324,-8.38,7.193,-6.082,-18.59,5.277,0.0923,0.1411,0.1373,0.0026,0.0333,0.017
0.15,3500000,10.344,-8.38,7.193,-6.082,-18.59,5.277,0.0831,0.1571,0.2252,0.0031,0.0513,0.0121
0.15,3500000,11.118,-8.38,7.193,-6.082,-18.59,5.277,0.0802,0.1685,0.2427,0.0039,0.0596,0.0071
0.15,3500000,14.197,-8.38,7.193,-6.082,-18.59,5.277,0.0669,0.2699,0.2649,0.0123,0.1204,-0.0416
0.15,3500000,-18.41,13.03,26.534,-13.632,-15.421,10.905,0.1356,-0.4244,-0.8178,0.0108,-0.0516,-0.1466
0.15,3500000,-18.195,13.03,26.534,-13.632,-15.421,10.905,0.1367,-0.4314,-0.8024,0.0102,-0.0553,-0.1429
0.15,3500000,-8.432,13.03,26.534,-13.632,-15.421,10.905,0.1657,-0.6762,-0.1664,-0.0147,-0.1639,-0.0064
0.15,3500000,-8.114,13.03,26.534,-13.632,-15.421,10.905,0.166,-0.6838,-0.1467,-0.0155,-0.1667,-0.0021
0.15,3500000,-6.041,13.03,26.534,-13.632,-15.421,10.905,0.1668,-0.7323,-0.0217,-0.0207,-0.1834,0.0252
0.15,3500000,-3.416,13.03,26.534,-13.632,-15.421,10.905,0.166,-0.7909,0.1254,-0.0269,-0.2015,0.0573
0.15,3500000,-1.712,13.03,26.534,-13.632,-15.421,10.905,0.1643,-0.8306,0.2183,-0.031,-0.2128,0.0782
0.15,3500000,-0.25,13.03,26.534,-13.632,-15.421,10.905,0.1623,-0.8682,0.2992,-0.0346,-0.2236,0.0973
0.15,3500000,-0.129,13.03,26.534,-13.632,-15.421,10.905,0.1621,-0.8715,0.306,-0.035,-0.2246,0.099
0.15,3500000,2.48,13.03,26.534,-13.632,-15.421,10.905,0.1571,-0.9538,0.4599,-0.0425,-0.2499,0.139
0.15,3500000,2.731,13.03,26.534,-13.632,-15.421,10.905,0.1565,-0.9627,0.4753,-0.0433,-0.2528,0.1433
0.15,3500000,13.138,13.03,26.534,-13.632,-15.421,10.905,0.1211,-1.3355,1.1138,-0.0726,-0.3714,0.3112
0.15,3500000,14.58,13.03,26.534,-13.632,-15.421,10.905,0.1137,-1.3731,1.195,-0.075,-0.3804,0.3265
0.15,3500000,16.433,13.03,26.534,-13.632,-15.421,10.905,0.1034,-1.4159,1.2977,-0.0776,-0.3893,0.3433
0.15,3500000,18.912,13.03,26.534,-13.632,-15.421,10.905,0.0882,-1.4666,1.4356,-0.0805,-0.3982,0.3624
0.15,3500000,-19.562,6.75,-24.623,-13.071,-3.826,14.964,0.1091,0.1946,-1.0414,0.0344,0.0485,-0.1725
0.15,3500000,-17.799,6.75,-24.623,-13.071,-3.826,14.964,0.1194,0.1292,-0.915,0.028,0.0144,-0.1388
0.15,3500000,-17.491,6.75,-24.623,-13.071,-3.826,14.964,0.121,0.1185,-0.8934,0.0269,0.009,-0.1333
0.15,3500000,-16.258,6.75,-24.623,-13.071,-3.826,14.964,0.127,0.0768,-0.808,0.0227,-0.0112,-0.1122
0.15,3500000,-16.065,6.75,-24.623,-13.071,-3.826,14.964,0.1278,0.0705,-0.7947,0.0221,-0.0141,-0.109
0.15,3500000,-12.701,6.75,-24.623,-13.071,-3.826,14.964,0.1389,-0.0289,-0.5715,0.0122,-0.0565,-0.0585
0.15,3500000,-11.308,6.75,-24.623,-13.071,-3.826,14.964,0.1416,-0.0632,-0.4857,0.0088,-0.0693,-0.0407
0.15,3500000,-10.266,6.75,-24.623,-13.071,-3.826,14.964,0.1431,-0.0862,-0.4249,0.0064,-0.0772,-0.0285
0.15,3500000,-9.044,6.75,-24.623,-13.071,-3.826,14.964,0.1443,-0.1119,-0.3559,0.0037,-0.0855,-0.0148
0.15,3500000,-0.826,6.75,-24.623,-13.071,-3.826,14.964,0.1375,-0.3421,0.1315,-0.0198,-0.1602,0.1076
0.15,3500000,6.776,6.75,-24.623,-13.071,-3.826,14.964,0.1182,-0.4882,0.4653,-0.0319,-0.1829,0.1777
0.15,3500000,8.425,6.75,-24.623,-13.071,-3.826,14.964,0.113,-0.5517,0.5703,-0.0371,-0.2051,0.2088
0.15,3500000,10.745,6.75,-24.623,-13.071,-3.826,14.964,0.1045,-0.6363,0.7186,-0.0441,-0.235,0.2505
0.15,3500000,14.291,6.75,-24.623,-13.071,-3.826,14.964,0.0885,-0.7381,0.9313,-0.0524,-0.2689,0.3013
0.15,3500000,14.739,6.75,-24.623,-13.071,-3.826,14.964,0.0862,-0.7487,0.9573,-0.0532,-0.2722,0.3067
0.15,3500000,-17.258,12.25,28.299,-14.631,-6.495,5.253,0.1212,-0.3582,-0.7438,0.01,-0.0443,-0.1324
0.15,3500000,-17.215,12.25,28.299,-14.631,-6.495,5.253,0.1215,-0.3596,-0.7408,0.0099,-0.045,-0.1317
0.15,3500000,-16.319,12.25,28.299,-14.631,-6.495,5.253,0.126,-0.3882,-0.6781,0.0075,-0.0593,-0.1167
0.15,3500000,-16.271,12.25,28.299,-14.631,-6.495,5.253,0.1262,-0.3896,-0.6748,0.0073,-0.06,-0.1159
0.15,3500000,-12.558,12.25,28.299,-14.631,-6.495,5.253,0.1405,-0.4816,-0.4368,-0.0013,-0.1017,-0.0661
0.15,3500000,-8.175,12.25,28.299,-14.631,-6.495,5.253,0.1489,-0.5791,-0.1687,-0.0114,-0.1381,-0.0117
0.15,3500000,-4.956,12.25,28.299,-14.631,-6.495,5.253,0.1506,-0.6461,0.0122,-0.0186,-0.159,0.0255
0.15,3500000,-4.321,12.25,28.299,-14.631,-6.495,5.253,0.1505,-0.6587,0.0451,-0.02,-0.1627,0.0324
0.15,3500000,-2.209,12.25,28.299,-14.631,-6.495,5.253,0.1495,-0.7022,0.1533,-0.0246,-0.1746,0.0555
0.15,3500000,-2.078,12.25,28.299,-14.631,-6.495,5.253,0.1494,-0.7051,0.16,-0.0249,-0.1754,0.0569
0.15,3500000,3.036,12.25,28.299,-14.631,-6.495,5.253,0.1418,-0.844,0.4357,-0.0381,-0.2154,0.1246
0.15,3500000,8.253,12.25,28.299,-14.631,-6.495,5.253,0.1278,-1.0522,0.7726,-0.0557,-0.2851,0.2211
0.15,3500000,12.17,12.25,28.299,-14.631,-6.495,5.253,0.1129,-1.1994,1.0255,-0.0665,-0.332,0.2866
0.15,3500000,13.182,12.25,28.299,-14.631,-6.495,5.253,0.1083,-1.2313,1.0872,-0.0687,-0.341,0.3003
0.15,3500000,13.71,12.25,28.299,-14.631,-6.495,5.253,0.1058,-1.2469,1.1189,-0.0697,-0.3452,0.3069
0.15,3500000,-16.471,1.47,-19.577,-1.085,-22.112,-2.25,0.1057,0.3032,-0.8605,0.0406,0.0937,-0.1914
0.15,3500000,-15.858,1.47,-19.577,-1.085,-22.112,-2.25,0.1088,0.2843,-0.816,0.0388,0.0864,-0.1817
0.15,3500000,-14.048,1.47,-19.577,-1.085,-22.112,-2.25,0.117,0.235,-0.6932,0.0343,0.0689,-0.1564
0.15,3500000,-13.203,1.47,-19.577,-1.085,-22.112,-2.25,0.1204,0.215,-0.64,0.0324,0.0625,-0.1461
0.15,3500000,-10.984,1.47,-19.577,-1.085,-22.112,-2.25,0.1282,0.1679,-0.5093,0.028,0.0492,-0.1219
0.15,3500000,-4.338,1.47,-19.577,-1.085,-22.112,-2.25,0.1411,-0.0141,-0.118,0.0107,-0.0081,-0.0278
0.15,3500000,0.421,1.47,-19.577,-1.085,-22.112,-2.25,0.1431,-0.0924,0.0607,0.0031,-0.0221,0.0129
0.15,3500000,2.829,1.47,-19.577,-1.085,-22.112,-2.25,0.1427,-0.1428,0.1578,-0.0016,-0.0328,0.0377
0.15,3500000,4.789,1.47,-19.577,-1.085,-22.112,-2.25,0.1415,-0.1248,0.1856,0.0003,-0.0111,0.0279
0.15,3500000,8.974,1.47,-19.577,-1.085,-22.112,-2.25,0.1355,-0.1785,0.3606,-0.0045,-0.0119,0.0536
0.15,3500000,10.528,1.47,-19.577,-1.085,-22.112,-2.25,0.1318,-0.282,0.5165,-0.014,-0.0551,0.1058
0.15,3500000,12.255,1.47,-19.577,-1.085,-22.112,-2.25,0.1267,-0.3667,0.6626,-0.0217,-0.0884,0.1485
0.15,3500000,16.676,1.47,-19.577,-1.085,-22.112,-2.25,0.1086,-0.504,0.9713,-0.0337,-0.1366,0.2178
0.15,3500000,19.198,1.47,-19.577,-1.085,-22.112,-2.25,0.0954,-0.549,1.1223,-0.0373,-0.1493,0.2404
0.15,3500000,19.935,1.47,-19.577,-1.085,-22.112,-2.25,0.0912,-0.559,1.1642,-0.0381,-0.1517,0.2454
0.15,3500000,-18.216,-19.57,13.725,-13.827,6.775,-24.596,0.0337,1.705,-1.6388,0.0948,0.4603,-0.4488
0.15,3500000,-15.723,-19.57,13.725,-13.827,6.775,-24.596,0.0456,1.6165,-1.4647,0.0882,0.4287,-0.4068
0.15,3500000,-14.486,-19.57,13.725,-13.827,6.775,-24.596,0.0513,1.5698,-1.3766,0.0847,0.4123,-0.3848
0.15,3500000,-12.766,-19.57,13.725,-13.827,6.775,-24.596,0.0588,1.5019,-1.2523,0.0795,0.3888,-0.3531
0.15,3500000,-10.525,-19.57,13.725,-13.827,6.775,-24.596,0.0677,1.4095,-1.0875,0.0724,0.3571,-0.3099
0.15,3500000,-9.598,-19.57,13.725,-13.827,6.775,-24.596,0.0712,1.3708,-1.0192,0.0693,0.3439,-0.2918
0.15,3500000,-8.068,-19.57,13.725,-13.827,6.775,-24.596,0.0765,1.3055,-0.9049,0.0641,0.3216,-0.2611
0.15,3500000,-6.989,-19.57,13.725,-13.827,6.775,-24.596,0.0802,1.2566,-0.8237,0.0603,0.304,-0.2379
0.15,3500000,-2.211,-19.57,13.725,-13.827,6.775,-24.596,0.0932,1.0245,-0.4499,0.0408,0.2151,-0.1252
0.15,3500000,-1.109,-19.57,13.725,-13.827,6.775,-24.596,0.0952,0.9688,-0.3607,0.0359,0.1928,-0.0975
0.15,3500000,6.031,-19.57,13.725,-13.827,6.775,-24.596,0.0981,0.6073,0.2303,0.0021,0.0375,0.0882
0.15,3500000,6.85,-19.57,13.725,-13.827,6.775,-24.596,0.0971,0.5599,0.305,-0.0024,0.0152,0.113
